bat_team,bowl_team,runs,wickets,overs,striker,non-striker,total
Kings XI Punjab,Rajasthan Royals,73,4,9.6,6,0,166
Kings XI Punjab,Rajasthan Royals,77,4,9.1,10,0,166
Kings XI Punjab,Rajasthan Royals,81,4,9.2,14,0,166
Kings XI Punjab,Rajasthan Royals,82,4,9.3,15,0,166
Kings XI Punjab,Rajasthan Royals,82,4,9.4,15,0,166
Kings XI Punjab,Rajasthan Royals,82,4,9.5,15,0,166
Kings XI Punjab,Rajasthan Royals,83,4,10.6,16,0,166
Kings XI Punjab,Rajasthan Royals,84,4,10.1,16,1,166
Kings XI Punjab,Rajasthan Royals,84,4,10.2,16,1,166
Kings XI Punjab,Rajasthan Royals,84,4,10.3,16,1,166
Kings XI Punjab,Rajasthan Royals,85,4,10.4,17,1,166
Kings XI Punjab,Rajasthan Royals,85,4,10.5,17,1,166
Kings XI Punjab,Rajasthan Royals,86,4,11.6,18,1,166
Kings XI Punjab,Rajasthan Royals,87,4,11.1,18,2,166
Kings XI Punjab,Rajasthan Royals,88,4,11.2,19,2,166
Kings XI Punjab,Rajasthan Royals,89,4,11.3,19,3,166
Kings XI Punjab,Rajasthan Royals,93,4,11.4,23,3,166
Kings XI Punjab,Rajasthan Royals,97,4,11.5,27,3,166
Kings XI Punjab,Rajasthan Royals,98,4,12.6,27,4,166
Kings XI Punjab,Rajasthan Royals,98,4,12.1,27,4,166
Kings XI Punjab,Rajasthan Royals,98,4,12.2,27,4,166
Kings XI Punjab,Rajasthan Royals,100,4,12.3,29,4,166
Kings XI Punjab,Rajasthan Royals,101,4,12.4,30,4,166
Kings XI Punjab,Rajasthan Royals,101,4,12.5,30,4,166
Kings XI Punjab,Rajasthan Royals,107,4,13.6,36,4,166
Kings XI Punjab,Rajasthan Royals,107,4,13.1,36,4,166
Kings XI Punjab,Rajasthan Royals,111,4,13.2,40,4,166
Kings XI Punjab,Rajasthan Royals,112,4,13.3,41,4,166
Kings XI Punjab,Rajasthan Royals,112,4,13.4,41,4,166
Kings XI Punjab,Rajasthan Royals,112,4,13.5,41,4,166
Kings XI Punjab,Rajasthan Royals,113,4,14.6,42,4,166
Kings XI Punjab,Rajasthan Royals,113,4,14.1,42,4,166
Kings XI Punjab,Rajasthan Royals,113,4,14.2,42,4,166
Kings XI Punjab,Rajasthan Royals,114,4,14.3,42,5,166
Kings XI Punjab,Rajasthan Royals,114,4,14.4,42,5,166
Kings XI Punjab,Rajasthan Royals,115,4,14.5,43,5,166
Kings XI Punjab,Rajasthan Royals,121,4,15.6,49,5,166
Kings XI Punjab,Rajasthan Royals,127,4,15.1,55,5,166
Kings XI Punjab,Rajasthan Royals,127,4,15.2,55,5,166
Kings XI Punjab,Rajasthan Royals,128,4,15.3,56,5,166
Kings XI Punjab,Rajasthan Royals,128,4,15.4,56,5,166
Kings XI Punjab,Rajasthan Royals,128,4,15.5,56,5,166
Kings XI Punjab,Rajasthan Royals,128,4,16.6,56,5,166
Kings XI Punjab,Rajasthan Royals,129,4,16.1,57,5,166
Kings XI Punjab,Rajasthan Royals,135,4,16.2,57,11,166
Kings XI Punjab,Rajasthan Royals,136,4,16.3,57,12,166
Kings XI Punjab,Rajasthan Royals,136,5,16.4,57,12,166
Kings XI Punjab,Rajasthan Royals,136,5,16.5,12,0,166
Kings XI Punjab,Rajasthan Royals,136,5,17.6,12,0,166
Kings XI Punjab,Rajasthan Royals,136,6,17.1,12,0,166
Kings XI Punjab,Rajasthan Royals,136,6,17.2,0,0,166
Kings XI Punjab,Rajasthan Royals,136,7,17.3,0,0,166
Kings XI Punjab,Rajasthan Royals,136,7,17.4,0,0,166
Kings XI Punjab,Rajasthan Royals,138,7,17.5,2,0,166
Kings XI Punjab,Rajasthan Royals,140,7,18.6,2,2,166
Kings XI Punjab,Rajasthan Royals,141,7,18.1,3,2,166
Kings XI Punjab,Rajasthan Royals,145,7,18.2,6,3,166
Kings XI Punjab,Rajasthan Royals,147,7,18.3,8,3,166
Kings XI Punjab,Rajasthan Royals,148,7,18.4,9,3,166
Kings XI Punjab,Rajasthan Royals,149,8,18.5,9,4,166
Kings XI Punjab,Rajasthan Royals,153,8,19.6,13,0,166
Kings XI Punjab,Rajasthan Royals,155,8,19.0,14,0,166
Kings XI Punjab,Rajasthan Royals,156,8,19.1,14,1,166
Kings XI Punjab,Rajasthan Royals,156,8,19.2,14,1,166
Kings XI Punjab,Rajasthan Royals,158,8,19.3,16,1,166
Kings XI Punjab,Rajasthan Royals,162,8,19.4,20,1,166
Kings XI Punjab,Rajasthan Royals,166,8,19.5,24,1,166
Chennai Super Kings,Mumbai Indians,41,2,5.1,15,2,208
Chennai Super Kings,Mumbai Indians,42,2,5.1,15,2,208
Chennai Super Kings,Mumbai Indians,46,2,5.2,19,2,208
Chennai Super Kings,Mumbai Indians,50,2,5.3,23,2,208
Chennai Super Kings,Mumbai Indians,51,2,5.4,24,2,208
Chennai Super Kings,Mumbai Indians,52,2,5.4,24,2,208
Chennai Super Kings,Mumbai Indians,53,2,5.5,24,3,208
Chennai Super Kings,Mumbai Indians,53,2,5.6,24,3,208
Chennai Super Kings,Mumbai Indians,53,2,6.1,24,3,208
Chennai Super Kings,Mumbai Indians,54,2,6.2,24,4,208
Chennai Super Kings,Mumbai Indians,55,2,6.3,25,4,208
Chennai Super Kings,Mumbai Indians,55,2,6.4,25,4,208
Chennai Super Kings,Mumbai Indians,56,2,6.5,25,5,208
Chennai Super Kings,Mumbai Indians,58,2,6.5,26,5,208
Chennai Super Kings,Mumbai Indians,59,2,6.6,26,6,208
Chennai Super Kings,Mumbai Indians,59,2,7.1,26,6,208
Chennai Super Kings,Mumbai Indians,60,2,7.2,26,7,208
Chennai Super Kings,Mumbai Indians,61,2,7.3,27,7,208
Chennai Super Kings,Mumbai Indians,62,2,7.4,27,8,208
Chennai Super Kings,Mumbai Indians,63,2,7.5,28,8,208
Chennai Super Kings,Mumbai Indians,64,2,7.6,28,9,208
Chennai Super Kings,Mumbai Indians,64,2,8.1,28,9,208
Chennai Super Kings,Mumbai Indians,64,2,8.2,28,9,208
Chennai Super Kings,Mumbai Indians,65,2,8.3,28,9,208
Chennai Super Kings,Mumbai Indians,69,2,8.4,32,9,208
Chennai Super Kings,Mumbai Indians,70,2,8.5,33,9,208
Chennai Super Kings,Mumbai Indians,72,2,8.6,33,11,208
Chennai Super Kings,Mumbai Indians,72,2,9.1,33,11,208
Chennai Super Kings,Mumbai Indians,73,2,9.2,33,11,208
Chennai Super Kings,Mumbai Indians,79,2,9.3,33,17,208
Chennai Super Kings,Mumbai Indians,80,2,9.4,33,18,208
Chennai Super Kings,Mumbai Indians,81,2,9.5,34,18,208
Chennai Super Kings,Mumbai Indians,82,2,9.6,34,19,208
Chennai Super Kings,Mumbai Indians,88,2,10.1,34,25,208
Chennai Super Kings,Mumbai Indians,89,2,10.2,34,26,208
Chennai Super Kings,Mumbai Indians,90,2,10.3,35,26,208
Chennai Super Kings,Mumbai Indians,91,2,10.4,35,27,208
Chennai Super Kings,Mumbai Indians,95,2,10.5,39,27,208
Chennai Super Kings,Mumbai Indians,96,2,10.6,40,27,208
Chennai Super Kings,Mumbai Indians,96,2,11.1,40,27,208
Chennai Super Kings,Mumbai Indians,97,2,11.2,41,27,208
Chennai Super Kings,Mumbai Indians,101,2,11.3,41,31,208
Chennai Super Kings,Mumbai Indians,105,2,11.4,41,35,208
Chennai Super Kings,Mumbai Indians,110,2,11.4,41,35,208
Chennai Super Kings,Mumbai Indians,111,2,11.5,41,36,208
Chennai Super Kings,Mumbai Indians,112,2,11.6,42,36,208
Chennai Super Kings,Mumbai Indians,113,2,12.1,43,36,208
Chennai Super Kings,Mumbai Indians,113,2,12.2,43,36,208
Chennai Super Kings,Mumbai Indians,114,2,12.3,43,37,208
Chennai Super Kings,Mumbai Indians,118,2,12.4,47,37,208
Chennai Super Kings,Mumbai Indians,119,2,12.5,48,37,208
Chennai Super Kings,Mumbai Indians,123,2,12.6,48,41,208
Chennai Super Kings,Mumbai Indians,123,2,13.1,48,41,208
Chennai Super Kings,Mumbai Indians,124,2,13.2,49,41,208
Chennai Super Kings,Mumbai Indians,130,2,13.3,49,47,208
Chennai Super Kings,Mumbai Indians,130,2,13.4,49,47,208
Chennai Super Kings,Mumbai Indians,131,2,13.5,49,48,208
Chennai Super Kings,Mumbai Indians,137,2,13.6,55,48,208
Chennai Super Kings,Mumbai Indians,139,2,14.1,55,50,208
Chennai Super Kings,Mumbai Indians,140,2,14.2,55,51,208
Chennai Super Kings,Mumbai Indians,141,2,14.3,56,51,208
Chennai Super Kings,Mumbai Indians,143,2,14.4,56,53,208
Chennai Super Kings,Mumbai Indians,143,2,14.5,56,53,208
Chennai Super Kings,Mumbai Indians,143,3,14.6,56,53,208
Chennai Super Kings,Mumbai Indians,144,3,15.0,56,0,208
Chennai Super Kings,Mumbai Indians,148,3,15.1,56,4,208
Chennai Super Kings,Mumbai Indians,148,3,15.2,56,4,208
Chennai Super Kings,Mumbai Indians,152,3,15.3,56,8,208
Chennai Super Kings,Mumbai Indians,153,3,15.4,56,9,208
Chennai Super Kings,Mumbai Indians,157,3,15.5,60,9,208
Chennai Super Kings,Mumbai Indians,158,3,15.6,61,9,208
Chennai Super Kings,Mumbai Indians,162,3,16.1,65,9,208
Chennai Super Kings,Mumbai Indians,163,3,16.2,66,9,208
Chennai Super Kings,Mumbai Indians,164,3,16.3,66,10,208
Chennai Super Kings,Mumbai Indians,165,3,16.4,67,10,208
Chennai Super Kings,Mumbai Indians,167,3,16.5,67,12,208
Chennai Super Kings,Mumbai Indians,168,3,16.6,67,13,208
Chennai Super Kings,Mumbai Indians,172,3,17.1,67,17,208
Chennai Super Kings,Mumbai Indians,173,3,17.2,67,18,208
Chennai Super Kings,Mumbai Indians,177,3,17.3,71,18,208
Chennai Super Kings,Mumbai Indians,181,3,17.4,75,18,208
Chennai Super Kings,Mumbai Indians,182,3,17.5,76,18,208
Chennai Super Kings,Mumbai Indians,182,3,17.6,76,18,208
Chennai Super Kings,Mumbai Indians,182,3,18.1,76,18,208
Chennai Super Kings,Mumbai Indians,187,3,18.1,80,18,208
Chennai Super Kings,Mumbai Indians,187,3,18.2,80,18,208
Chennai Super Kings,Mumbai Indians,188,3,18.3,81,18,208
Chennai Super Kings,Mumbai Indians,192,3,18.4,81,22,208
Chennai Super Kings,Mumbai Indians,194,3,18.5,81,24,208
Chennai Super Kings,Mumbai Indians,194,4,18.6,81,24,208
Chennai Super Kings,Mumbai Indians,200,4,19.1,30,0,208
Chennai Super Kings,Mumbai Indians,201,4,19.2,30,0,208
Chennai Super Kings,Mumbai Indians,205,4,19.3,30,4,208
Chennai Super Kings,Mumbai Indians,206,4,19.4,30,5,208
Chennai Super Kings,Mumbai Indians,206,5,19.5,30,5,208
Chennai Super Kings,Mumbai Indians,208,5,19.6,5,2,208
Kings XI Punjab,Mumbai Indians,43,1,5.1,27,9,182
Kings XI Punjab,Mumbai Indians,45,1,5.2,29,9,182
Kings XI Punjab,Mumbai Indians,51,1,5.3,35,9,182
Kings XI Punjab,Mumbai Indians,51,1,5.4,35,9,182
Kings XI Punjab,Mumbai Indians,55,1,5.5,39,9,182
Kings XI Punjab,Mumbai Indians,56,1,5.5,39,9,182
Kings XI Punjab,Mumbai Indians,60,1,5.6,43,9,182
Kings XI Punjab,Mumbai Indians,61,1,6.1,43,9,182
Kings XI Punjab,Mumbai Indians,65,1,6.2,47,9,182
Kings XI Punjab,Mumbai Indians,66,1,6.3,48,9,182
Kings XI Punjab,Mumbai Indians,68,1,6.4,48,11,182
Kings XI Punjab,Mumbai Indians,69,1,6.5,48,12,182
Kings XI Punjab,Mumbai Indians,70,1,6.6,49,12,182
Kings XI Punjab,Mumbai Indians,74,1,7.1,53,12,182
Kings XI Punjab,Mumbai Indians,75,1,7.2,54,12,182
Kings XI Punjab,Mumbai Indians,75,1,7.3,54,12,182
Kings XI Punjab,Mumbai Indians,75,1,7.4,54,12,182
Kings XI Punjab,Mumbai Indians,81,1,7.5,54,18,182
Kings XI Punjab,Mumbai Indians,81,1,7.6,54,18,182
Kings XI Punjab,Mumbai Indians,81,2,8.1,54,18,182
Kings XI Punjab,Mumbai Indians,83,2,8.2,54,2,182
Kings XI Punjab,Mumbai Indians,84,2,8.3,54,3,182
Kings XI Punjab,Mumbai Indians,85,2,8.4,55,3,182
Kings XI Punjab,Mumbai Indians,86,2,8.5,55,4,182
Kings XI Punjab,Mumbai Indians,86,2,8.6,55,4,182
Kings XI Punjab,Mumbai Indians,87,2,9.1,55,5,182
Kings XI Punjab,Mumbai Indians,89,2,9.2,57,5,182
Kings XI Punjab,Mumbai Indians,91,2,9.3,59,5,182
Kings XI Punjab,Mumbai Indians,91,2,9.4,59,5,182
Kings XI Punjab,Mumbai Indians,92,2,9.5,60,5,182
Kings XI Punjab,Mumbai Indians,94,2,9.6,60,7,182
Kings XI Punjab,Mumbai Indians,95,2,10.1,61,7,182
Kings XI Punjab,Mumbai Indians,101,2,10.2,61,13,182
Kings XI Punjab,Mumbai Indians,105,2,10.3,61,17,182
Kings XI Punjab,Mumbai Indians,106,2,10.4,61,18,182
Kings XI Punjab,Mumbai Indians,107,2,10.5,62,18,182
Kings XI Punjab,Mumbai Indians,107,3,10.6,62,18,182
Kings XI Punjab,Mumbai Indians,107,3,11.1,62,0,182
Kings XI Punjab,Mumbai Indians,108,3,11.2,62,1,182
Kings XI Punjab,Mumbai Indians,108,3,11.3,62,1,182
Kings XI Punjab,Mumbai Indians,109,3,11.4,63,1,182
Kings XI Punjab,Mumbai Indians,109,3,11.5,63,1,182
Kings XI Punjab,Mumbai Indians,110,3,11.6,63,2,182
Kings XI Punjab,Mumbai Indians,111,3,12.1,63,3,182
Kings XI Punjab,Mumbai Indians,113,3,12.2,65,3,182
Kings XI Punjab,Mumbai Indians,113,3,12.3,65,3,182
Kings XI Punjab,Mumbai Indians,114,3,12.4,66,3,182
Kings XI Punjab,Mumbai Indians,115,3,12.5,66,4,182
Kings XI Punjab,Mumbai Indians,116,3,12.6,67,4,182
Kings XI Punjab,Mumbai Indians,117,3,13.1,68,4,182
Kings XI Punjab,Mumbai Indians,118,3,13.2,68,5,182
Kings XI Punjab,Mumbai Indians,119,3,13.3,69,5,182
Kings XI Punjab,Mumbai Indians,121,3,13.4,69,7,182
Kings XI Punjab,Mumbai Indians,121,4,13.5,69,7,182
Kings XI Punjab,Mumbai Indians,122,4,13.6,69,1,182
Kings XI Punjab,Mumbai Indians,123,4,14.1,69,2,182
Kings XI Punjab,Mumbai Indians,127,4,14.2,73,2,182
Kings XI Punjab,Mumbai Indians,127,4,14.3,73,2,182
Kings XI Punjab,Mumbai Indians,131,4,14.4,77,2,182
Kings XI Punjab,Mumbai Indians,132,4,14.5,78,2,182
Kings XI Punjab,Mumbai Indians,138,4,14.6,78,8,182
Kings XI Punjab,Mumbai Indians,142,4,15.1,82,8,182
Kings XI Punjab,Mumbai Indians,142,4,15.2,82,8,182
Kings XI Punjab,Mumbai Indians,142,4,15.3,82,8,182
Kings XI Punjab,Mumbai Indians,143,4,15.4,83,8,182
Kings XI Punjab,Mumbai Indians,145,4,15.5,83,10,182
Kings XI Punjab,Mumbai Indians,146,4,15.6,83,11,182
Kings XI Punjab,Mumbai Indians,147,4,16.1,83,12,182
Kings XI Punjab,Mumbai Indians,151,4,16.2,87,12,182
Kings XI Punjab,Mumbai Indians,152,4,16.3,88,12,182
Kings XI Punjab,Mumbai Indians,152,5,16.4,88,12,182
Kings XI Punjab,Mumbai Indians,152,5,16.5,88,0,182
Kings XI Punjab,Mumbai Indians,152,5,16.6,88,0,182
Kings XI Punjab,Mumbai Indians,154,5,17.1,90,0,182
Kings XI Punjab,Mumbai Indians,155,5,17.2,91,0,182
Kings XI Punjab,Mumbai Indians,155,5,17.3,91,0,182
Kings XI Punjab,Mumbai Indians,155,6,17.4,91,0,182
Kings XI Punjab,Mumbai Indians,156,6,17.5,92,0,182
Kings XI Punjab,Mumbai Indians,157,6,17.5,92,0,182
Kings XI Punjab,Mumbai Indians,157,6,17.6,92,0,182
Kings XI Punjab,Mumbai Indians,159,6,18.1,94,0,182
Kings XI Punjab,Mumbai Indians,159,7,18.2,94,0,182
Kings XI Punjab,Mumbai Indians,163,7,18.3,4,0,182
Kings XI Punjab,Mumbai Indians,163,7,18.4,4,0,182
Kings XI Punjab,Mumbai Indians,167,7,18.5,8,0,182
Kings XI Punjab,Mumbai Indians,169,7,18.5,8,0,182
Kings XI Punjab,Mumbai Indians,169,8,18.6,8,0,182
Kings XI Punjab,Mumbai Indians,170,8,19.1,9,0,182
Kings XI Punjab,Mumbai Indians,170,9,19.2,9,0,182
Kings XI Punjab,Mumbai Indians,174,9,19.3,9,4,182
Kings XI Punjab,Mumbai Indians,175,9,19.4,9,4,182
Kings XI Punjab,Mumbai Indians,181,9,19.5,15,4,182
Kings XI Punjab,Mumbai Indians,182,10,19.6,16,4,182
Royal Challengers Bangalore,Rajasthan Royals,42,2,5.1,29,9,135
Royal Challengers Bangalore,Rajasthan Royals,42,2,5.2,29,9,135
Royal Challengers Bangalore,Rajasthan Royals,43,2,5.3,29,10,135
Royal Challengers Bangalore,Rajasthan Royals,47,2,5.4,33,10,135
Royal Challengers Bangalore,Rajasthan Royals,53,2,5.5,39,10,135
Royal Challengers Bangalore,Rajasthan Royals,57,2,5.6,43,10,135
Royal Challengers Bangalore,Rajasthan Royals,58,2,6.1,43,11,135
Royal Challengers Bangalore,Rajasthan Royals,59,2,6.2,44,11,135
Royal Challengers Bangalore,Rajasthan Royals,59,3,6.3,44,11,135
Royal Challengers Bangalore,Rajasthan Royals,61,3,6.4,44,2,135
Royal Challengers Bangalore,Rajasthan Royals,61,3,6.5,44,2,135
Royal Challengers Bangalore,Rajasthan Royals,62,3,6.5,44,2,135
Royal Challengers Bangalore,Rajasthan Royals,63,3,6.5,44,2,135
Royal Challengers Bangalore,Rajasthan Royals,64,3,6.6,44,3,135
Royal Challengers Bangalore,Rajasthan Royals,65,3,7.1,44,4,135
Royal Challengers Bangalore,Rajasthan Royals,65,4,7.2,44,4,135
Royal Challengers Bangalore,Rajasthan Royals,66,4,7.3,5,0,135
Royal Challengers Bangalore,Rajasthan Royals,67,4,7.4,5,1,135
Royal Challengers Bangalore,Rajasthan Royals,68,4,7.5,6,1,135
Royal Challengers Bangalore,Rajasthan Royals,68,4,7.6,6,1,135
Royal Challengers Bangalore,Rajasthan Royals,68,4,8.1,6,1,135
Royal Challengers Bangalore,Rajasthan Royals,69,4,8.2,7,1,135
Royal Challengers Bangalore,Rajasthan Royals,70,4,8.3,7,2,135
Royal Challengers Bangalore,Rajasthan Royals,76,4,8.4,13,2,135
Royal Challengers Bangalore,Rajasthan Royals,76,4,8.5,13,2,135
Royal Challengers Bangalore,Rajasthan Royals,76,4,8.6,13,2,135
Royal Challengers Bangalore,Rajasthan Royals,77,4,9.1,13,3,135
Royal Challengers Bangalore,Rajasthan Royals,77,4,9.2,13,3,135
Royal Challengers Bangalore,Rajasthan Royals,77,4,9.3,13,3,135
Royal Challengers Bangalore,Rajasthan Royals,77,5,9.4,13,3,135
Royal Challengers Bangalore,Rajasthan Royals,77,5,9.5,3,0,135
Royal Challengers Bangalore,Rajasthan Royals,77,5,9.6,3,0,135
Royal Challengers Bangalore,Rajasthan Royals,77,5,10.1,3,0,135
Royal Challengers Bangalore,Rajasthan Royals,78,5,10.2,4,0,135
Royal Challengers Bangalore,Rajasthan Royals,78,5,10.3,4,0,135
Royal Challengers Bangalore,Rajasthan Royals,78,5,10.4,4,0,135
Royal Challengers Bangalore,Rajasthan Royals,78,5,10.5,4,0,135
Royal Challengers Bangalore,Rajasthan Royals,78,5,10.6,4,0,135
Royal Challengers Bangalore,Rajasthan Royals,78,5,11.1,4,0,135
Royal Challengers Bangalore,Rajasthan Royals,78,5,11.2,4,0,135
Royal Challengers Bangalore,Rajasthan Royals,78,5,11.3,4,0,135
Royal Challengers Bangalore,Rajasthan Royals,78,6,11.4,4,0,135
Royal Challengers Bangalore,Rajasthan Royals,78,6,11.5,0,0,135
Royal Challengers Bangalore,Rajasthan Royals,78,6,11.6,0,0,135
Royal Challengers Bangalore,Rajasthan Royals,78,6,12.1,0,0,135
Royal Challengers Bangalore,Rajasthan Royals,79,6,12.2,1,0,135
Royal Challengers Bangalore,Rajasthan Royals,80,6,12.3,1,1,135
Royal Challengers Bangalore,Rajasthan Royals,86,6,12.4,7,1,135
Royal Challengers Bangalore,Rajasthan Royals,87,6,12.5,8,1,135
Royal Challengers Bangalore,Rajasthan Royals,88,6,12.6,8,2,135
Royal Challengers Bangalore,Rajasthan Royals,89,6,13.1,8,3,135
Royal Challengers Bangalore,Rajasthan Royals,89,6,13.2,8,3,135
Royal Challengers Bangalore,Rajasthan Royals,90,6,13.3,9,3,135
Royal Challengers Bangalore,Rajasthan Royals,90,6,13.4,9,3,135
Royal Challengers Bangalore,Rajasthan Royals,90,6,13.5,9,3,135
Royal Challengers Bangalore,Rajasthan Royals,90,7,13.6,9,3,135
Royal Challengers Bangalore,Rajasthan Royals,94,7,14.1,13,0,135
Royal Challengers Bangalore,Rajasthan Royals,94,7,14.2,13,0,135
Royal Challengers Bangalore,Rajasthan Royals,94,7,14.3,13,0,135
Royal Challengers Bangalore,Rajasthan Royals,95,7,14.4,14,0,135
Royal Challengers Bangalore,Rajasthan Royals,95,7,14.5,14,0,135
Royal Challengers Bangalore,Rajasthan Royals,95,7,14.6,14,0,135
Royal Challengers Bangalore,Rajasthan Royals,95,7,15.1,14,0,135
Royal Challengers Bangalore,Rajasthan Royals,101,7,15.2,20,0,135
Royal Challengers Bangalore,Rajasthan Royals,107,7,15.3,26,0,135
Royal Challengers Bangalore,Rajasthan Royals,107,7,15.4,26,0,135
Royal Challengers Bangalore,Rajasthan Royals,108,7,15.5,27,0,135
Royal Challengers Bangalore,Rajasthan Royals,108,7,15.6,27,0,135
Royal Challengers Bangalore,Rajasthan Royals,109,7,16.1,28,0,135
Royal Challengers Bangalore,Rajasthan Royals,109,7,16.2,28,0,135
Royal Challengers Bangalore,Rajasthan Royals,111,7,16.3,28,2,135
Royal Challengers Bangalore,Rajasthan Royals,111,7,16.4,28,2,135
Royal Challengers Bangalore,Rajasthan Royals,111,7,16.5,28,2,135
Royal Challengers Bangalore,Rajasthan Royals,112,7,16.6,28,3,135
Royal Challengers Bangalore,Rajasthan Royals,113,7,17.1,28,4,135
Royal Challengers Bangalore,Rajasthan Royals,113,7,17.2,28,4,135
Royal Challengers Bangalore,Rajasthan Royals,117,7,17.3,32,4,135
Royal Challengers Bangalore,Rajasthan Royals,119,7,17.4,34,4,135
Royal Challengers Bangalore,Rajasthan Royals,120,7,17.5,34,4,135
Royal Challengers Bangalore,Rajasthan Royals,121,7,17.6,34,5,135
Royal Challengers Bangalore,Rajasthan Royals,125,7,18.1,34,9,135
Royal Challengers Bangalore,Rajasthan Royals,129,7,18.2,34,13,135
Royal Challengers Bangalore,Rajasthan Royals,130,7,18.3,34,14,135
Royal Challengers Bangalore,Rajasthan Royals,130,7,18.4,34,14,135
Royal Challengers Bangalore,Rajasthan Royals,130,7,18.5,34,14,135
Royal Challengers Bangalore,Rajasthan Royals,130,7,18.6,34,14,135
Royal Challengers Bangalore,Rajasthan Royals,131,7,19.1,34,15,135
Royal Challengers Bangalore,Rajasthan Royals,131,8,19.2,34,15,135
Royal Challengers Bangalore,Rajasthan Royals,133,8,19.2,16,0,135
Royal Challengers Bangalore,Rajasthan Royals,134,8,19.3,16,1,135
Royal Challengers Bangalore,Rajasthan Royals,134,8,19.4,16,1,135
Royal Challengers Bangalore,Rajasthan Royals,134,8,19.5,16,1,135
Royal Challengers Bangalore,Rajasthan Royals,135,8,19.6,17,1,135
Kolkata Knight Riders,Chennai Super Kings,50,2,5.1,17,8,147
Kolkata Knight Riders,Chennai Super Kings,51,2,5.2,17,9,147
Kolkata Knight Riders,Chennai Super Kings,55,2,5.3,21,9,147
Kolkata Knight Riders,Chennai Super Kings,61,2,5.4,27,9,147
Kolkata Knight Riders,Chennai Super Kings,61,3,5.5,27,9,147
Kolkata Knight Riders,Chennai Super Kings,61,3,5.6,9,0,147
Kolkata Knight Riders,Chennai Super Kings,61,3,6.1,9,0,147
Kolkata Knight Riders,Chennai Super Kings,61,3,6.2,9,0,147
Kolkata Knight Riders,Chennai Super Kings,61,3,6.3,9,0,147
Kolkata Knight Riders,Chennai Super Kings,61,3,6.4,9,0,147
Kolkata Knight Riders,Chennai Super Kings,61,3,6.5,9,0,147
Kolkata Knight Riders,Chennai Super Kings,62,3,6.5,9,0,147
Kolkata Knight Riders,Chennai Super Kings,63,3,6.6,10,0,147
Kolkata Knight Riders,Chennai Super Kings,64,3,7.1,11,0,147
Kolkata Knight Riders,Chennai Super Kings,64,4,7.2,11,0,147
Kolkata Knight Riders,Chennai Super Kings,64,4,7.3,11,0,147
Kolkata Knight Riders,Chennai Super Kings,64,4,7.4,11,0,147
Kolkata Knight Riders,Chennai Super Kings,64,4,7.5,11,0,147
Kolkata Knight Riders,Chennai Super Kings,65,4,7.6,11,1,147
Kolkata Knight Riders,Chennai Super Kings,65,4,8.1,11,1,147
Kolkata Knight Riders,Chennai Super Kings,66,4,8.2,11,2,147
Kolkata Knight Riders,Chennai Super Kings,66,4,8.3,11,2,147
Kolkata Knight Riders,Chennai Super Kings,67,4,8.3,11,2,147
Kolkata Knight Riders,Chennai Super Kings,67,4,8.4,11,2,147
Kolkata Knight Riders,Chennai Super Kings,68,4,8.5,12,2,147
